RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-683,C,Aluno-683,2012,10,Menino,2022,Escola Pública,Ágata,"6,011","728,000",180,3,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"7,9","5,0","7,5",Não atendido,"4,0",Não,Não,"8,083","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-684,C,Aluno-684,2015,7,Menino,2022,Escola Pública,Topázio,"8,260","72,000",19,1,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","7,5","8,1",Não atendido,"9,3",Não,Não,"7,917","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-685,C,Aluno-685,2013,9,Menino,2022,Escola Pública,Ágata,"6,864","533,000",152,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","6,2","5,0",Não indicado,"8,0",Não,Não,"7,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-686,D,Aluno-686,2013,9,Menina,2022,Escola Pública,Ametista,"7,729","227,000",62,5,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"7,5","8,6","8,1",Sem limitações,"8,8",Não,Não,"8,083","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-687,D,Aluno-687,2013,9,Menino,2022,Escola Pública,Ametista,"7,703","233,000",63,6,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"8,5","9,0","8,1",Sem limitações,"8,3",Não,Não,"8,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-688,D,Aluno-688,2013,9,Menino,2022,Escola Pública,Ametista,"7,771","212,000",56,4,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,5","9,7","7,5",Sem limitações,"7,9",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-689,D,Aluno-689,2013,9,Menina,2022,Escola Pública,Ágata,"6,433","655,000",172,9,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"7,4","7,9","5,6",Requer avaliação,"5,8",Não,Não,"6,667","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-690,D,Aluno-690,2013,9,Menina,2022,Escola Pública,Ametista,"7,541","294,000",83,8,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","9,5","7,5",Requer avaliação,"7,0",Não,Não,"7,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-691,D,Aluno-691,2014,8,Menina,2022,Escola Pública,Topázio,"8,680","16,000",1,1,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","9,2","8,1",Sem limitações,"9,4",Não,Não,"7,917","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-692,D,Aluno-692,2013,9,Menina,2021,Escola Pública,Ametista,"7,569","285,000",80,7,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,5","8,9","8,1",Sem limitações,"6,9",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-693,D,Aluno-693,2015,7,Menina,2022,Escola Pública,Ametista,"7,944","158,000",43,3,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","9,8","8,1",Sem limitações,"5,7",Não,Não,"7,667","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-694,D,Aluno-694,2014,8,Menino,2022,Escola Pública,Topázio,"8,378","49,000",11,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","9,0","8,1",Sem limitações,"8,1",Não,Não,"7,917","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-695,E,Aluno-695,2014,8,Menina,2021,Escola Pública,Quartzo,"4,280","849,000",189,5,2,Não avaliado,Não avaliado,Não avaliado,,"9,0","3,1","7,5",Sem limitações,"2,5",Não,Não,"2,500","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-696,E,Aluno-696,2013,9,Menina,2021,Escola Pública,Ametista,"7,441","338,000",98,2,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"8,5","9,0","7,5",Sem limitações,"6,6",Não,Não,"8,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-697,E,Aluno-697,2011,11,Menino,2021,Escola Pública,Ametista,"7,675","246,000",67,1,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"7,0","9,3","7,5",Sem limitações,"8,4",Não,Não,"8,083","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-698,E,Aluno-698,2013,9,Menino,2021,Escola Pública,Ametista,"7,440","339,000",99,3,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","9,8","2,5",Requer avaliação,"8,1",Não,Não,"8,083","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-699,E,Aluno-699,2013,9,Menino,2022,Escola Pública,Ágata,"6,658","603,000",165,4,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"5,2","9,2","7,5",Sem limitações,"7,1",Não,Não,"6,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-700,F,Aluno-700,2013,9,Menina,2022,Escola Pública,Ametista,"7,738","224,000",60,2,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,0","8,7","7,5",Não atendido,"9,2",Não,Não,"7,083","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-701,F,Aluno-701,2012,10,Menino,2021,Escola Pública,Ametista,"7,755","215,000",57,1,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,0","9,3","7,5",Não indicado,"8,7",Não,Não,"7,417","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-702,F,Aluno-702,2014,8,Menina,2022,Escola Pública,Ametista,"7,387","366,000",110,5,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","8,6","5,0",Não indicado,"6,8",Não,Não,"7,000","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-703,F,Aluno-703,2012,10,Menino,2021,Escola Pública,Ágata,"6,099","710,000",177,9,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"7,5","7,4","5,0",Não indicado,"5,1",Não,Não,"6,833","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-704,F,Aluno-704,2012,10,Menino,2022,Escola Pública,Ágata,"6,741","572,000",160,7,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","8,6","5,0",Não atendido,"7,2",Não,Não,"6,583","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-705,F,Aluno-705,2012,10,Menino,2022,Escola Pública,Ágata,"6,634","614,000",168,8,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","6,2","7,5",Não atendido,"7,1",Não,Não,"6,333","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-706,F,Aluno-706,2012,10,Menina,2021,Escola Pública,Ametista,"7,659","252,000",69,4,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,5","6,7","7,5",Não atendido,"9,1",Não,Sim,"8,417","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-707,F,Aluno-707,2012,10,Menina,2020,Escola Pública,Ametista,"7,679","241,000",64,3,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"10,0","8,1","6,9",Não atendido,"8,5",Não,Não,"8,083","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-708,F,Aluno-708,2013,9,Menino,2022,Escola Pública,Ametista,"7,282","400,000",117,6,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"8,0","8,4","7,5",Não atendido,"7,3",Não,Não,"7,583","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-709,F,Aluno-709,2012,10,Menina,2022,Escola Pública,Quartzo,"5,313","801,000",186,10,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","3,5","7,5",Não atendido,"2,3",Não,Não,"7,083","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-710,G,Aluno-710,2012,10,Menino,2020,Escola Pública,Ametista,"7,285","398,000",116,5,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,9","5,0",Não atendido,"6,9",Não,Não,"8,000","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-711,G,Aluno-711,2013,9,Menino,2022,Escola Pública,Ágata,"6,040","721,000",178,11,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","7,9","6,3",Não atendido,"3,5",Não,Não,"6,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-712,G,Aluno-712,2011,11,Menino,2019,Escola Pública,Ágata,"6,026","725,000",179,12,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"8,0","5,1","5,0",Não indicado,"8,0",Não,Não,"5,833","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-713,G,Aluno-713,2013,9,Menino,2021,Escola Pública,Ametista,"7,420","348,000",102,3,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","8,7","7,5",Não atendido,"7,8",Não,Não,"7,250","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-714,G,Aluno-714,2011,11,Menino,2019,Escola Pública,Ágata,"6,953","503,000",144,6,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","6,9","5,6",Não indicado,"8,0",Não,Não,"7,250","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-715,G,Aluno-715,2013,9,Menina,2022,Escola Pública,Ágata,"6,656","604,000",166,9,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,5","8,7","4,4",Não indicado,"4,9",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-716,G,Aluno-716,2013,9,Menino,2022,Escola Pública,Ágata,"6,525","641,000",171,10,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,9","8,1","7,5",Não atendido,"6,7",Não,Não,"5,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-717,G,Aluno-717,2012,10,Menina,2021,Escola Pública,Ágata,"6,832","545,000",155,7,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","7,3","7,5",Não atendido,"5,4",Não,Não,"7,917","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-718,G,Aluno-718,2014,8,Menina,2022,Escola Pública,Topázio,"8,093","118,000",33,1,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,0","8,9","6,3",Sem limitações,"9,2",Não,Não,"7,417","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-719,G,Aluno-719,2012,10,Menina,2021,Escola Pública,Quartzo,"5,552","783,000",185,13,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","4,6","7,5",Não atendido,"4,2",Não,Não,"6,083","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-720,G,Aluno-720,2013,9,Menina,2021,Escola Pública,Ágata,"6,731","575,000",161,8,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,0","5,9","7,5",Não atendido,"7,6",Não,Não,"7,083","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-721,G,Aluno-721,2014,8,Menina,2021,Escola Pública,Ametista,"7,973","149,000",41,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,1","7,5",Não atendido,"7,6",Não,Não,"7,917","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-722,G,Aluno-722,2013,9,Menina,2021,Escola Pública,Ametista,"7,410","355,000",106,4,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"10,0","8,1","4,4",Sem limitações,"8,1",Não,Não,"8,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-723,H,Aluno-723,2014,8,Menina,2022,Escola Pública,Ametista,"7,426","345,000",101,4,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"10,0","6,6","8,1",Não atendido,"5,5",Não,Não,"8,167","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-724,H,Aluno-724,2014,8,Menina,2022,Escola Pública,Ágata,"6,931","512,000",146,6,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,5","5,9","5,6",Sem limitações,"5,6",Não,Não,"8,000","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-725,H,Aluno-725,2014,8,Menino,2022,Escola Pública,Ágata,"6,330","675,000",175,7,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,0","5,9","8,1",Não atendido,"5,0",Não,Não,"5,500","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-726,H,Aluno-726,2015,7,Menina,2022,Escola Pública,Ágata,"6,985","492,000",140,5,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","7,5","7,5",Não atendido,"4,4",Não,Não,"6,583","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-727,H,Aluno-727,2014,8,Menino,2022,Escola Pública,Ametista,"7,736","225,000",61,3,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,0","7,7","8,1",Não atendido,"8,4",Não,Não,"6,750","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-728,H,Aluno-728,2014,8,Menina,2022,Escola Pública,Topázio,"8,244","74,000",20,1,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"9,5","7,3","8,1",Não atendido,"9,1",Não,Não,"8,167","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-729,H,Aluno-729,2014,8,Menina,2022,Escola Pública,Topázio,"8,155","96,000",26,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","8,7","8,1",Não atendido,"8,1",Não,Não,"7,250","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-730,I,Aluno-730,2012,10,Menina,2021,Escola Pública,Ametista,"7,902","169,000",46,1,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"10,0","8,2","8,8",Não atendido,"8,3",Não,Não,"8,250","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-731,I,Aluno-731,2012,10,Menina,2019,Escola Pública,Ametista,"7,151","443,000",130,3,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","8,5","6,9",Requer avaliação,"7,3",Não,Não,"7,083","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-732,I,Aluno-732,2013,9,Menino,2022,Escola Pública,Ametista,"7,347","377,000",113,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","7,9","8,8",Não atendido,"7,2",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-733,J,Aluno-733,2013,9,Menina,2022,Escola Pública,Ágata,"6,684","594,000",163,13,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,5","5,6",Sem limitações,"5,1",Não,Não,"6,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
